name,math,english,chinese,avg
Student4748,87.0,50.0,91.0,76.0
Student4749,71.0,58.0,93.0,74.0
Student4750,75.0,67.0,63.0,68.3
Student4751,92.0,94.0,89.0,91.7
Student4752,88.0,96.0,97.0,93.7
Student4753,76.0,52.0,98.0,75.3
Student4754,78.0,73.0,69.0,73.3
Student4755,96.0,77.0,53.0,75.3
Student4756,87.0,59.0,87.0,77.7
Student4757,69.0,58.0,93.0,73.3
Student4758,76.0,62.0,99.0,79.0
Student4759,90.0,97.0,88.0,91.7
Student4760,69.0,84.0,54.0,69.0
Student4761,93.0,72.0,91.0,85.3
Student4762,68.0,96.0,81.0,81.7
Student4763,69.0,66.0,55.0,63.3
Student4764,84.0,95.0,63.0,80.7
Student4765,96.0,56.0,55.0,69.0
Student4766,51.0,65.0,63.0,59.7
Student4767,79.0,89.0,61.0,76.3
Student4768,83.0,85.0,76.0,81.3
Student4769,71.0,69.0,75.0,71.7
Student4770,52.0,73.0,61.0,62.0
Student4771,55.0,96.0,57.0,69.3
Student4772,unknown,54.0,59.0,56.5
Student4773,76.0,94.0,65.0,78.3
Student4774,59.0,55.0,75.0,63.0
Student4775,58.0,77.0,57.0,64.0
Student4776,82.0,54.0,90.0,75.3
Student4777,81.0,98.0,94.0,91.0
Student4778,97.0,88.0,78.0,87.7
Student4779,55.0,87.0,69.0,70.3
Student4780,90.0,51.0,66.0,69.0
Student4781,85.0,92.0,68.0,81.7
Student4782,51.0,unknown,66.0,58.5
Student4783,78.0,70.0,88.0,78.7
Student4784,53.0,89.0,50.0,64.0
Student4785,50.0,86.0,78.0,71.3
Student4786,68.0,67.0,63.0,66.0
Student4787,unknown,97.0,66.0,81.5
Student4788,74.0,95.0,62.0,77.0
Student4789,59.0,61.0,78.0,66.0
Student4790,64.0,66.0,83.0,71.0
Student4791,71.0,86.0,76.0,77.7
Student4792,97.0,95.0,95.0,95.7
Student4793,70.0,87.0,82.0,79.7
Student4794,71.0,64.0,78.0,71.0
Student4795,85.0,56.0,86.0,75.7
Student4796,83.0,63.0,88.0,78.0
Student4797,79.0,99.0,68.0,82.0
Student4798,74.0,50.0,95.0,73.0
Student4799,94.0,87.0,73.0,84.7
Student4800,77.0,52.0,63.0,64.0
Student4801,50.0,86.0,96.0,77.3
Student4802,98.0,93.0,86.0,92.3
Student4803,94.0,80.0,54.0,76.0
Student4804,unknown,92.0,73.0,82.5
Student4805,56.0,62.0,83.0,67.0
Student4806,98.0,97.0,99.0,98.0
Student4807,58.0,67.0,80.0,68.3
Student4808,85.0,unknown,79.0,82.0
Student4809,unknown,66.0,58.0,62.0
Student4810,50.0,60.0,76.0,62.0
Student4811,59.0,69.0,77.0,68.3
Student4812,85.0,59.0,91.0,78.3
Student4813,58.0,78.0,75.0,70.3
Student4814,94.0,97.0,unknown,95.5
Student4815,95.0,83.0,85.0,87.7
Student4816,91.0,66.0,57.0,71.3
Student4817,81.0,91.0,67.0,79.7
Student4818,81.0,62.0,69.0,70.7
Student4819,55.0,93.0,81.0,76.3
Student4820,97.0,96.0,78.0,90.3
Student4821,unknown,88.0,98.0,93.0
Student4822,66.0,76.0,97.0,79.7
Student4823,59.0,75.0,67.0,67.0
Student4824,99.0,77.0,56.0,77.3
Student4825,76.0,62.0,50.0,62.7
Student4826,99.0,61.0,77.0,79.0
Student4827,84.0,93.0,82.0,86.3
Student4828,70.0,77.0,99.0,82.0
Student4829,74.0,51.0,53.0,59.3
Student4830,77.0,86.0,69.0,77.3
Student4831,96.0,83.0,85.0,88.0
Student4832,64.0,unknown,80.0,72.0
Student4833,53.0,94.0,87.0,78.0
Student4834,78.0,78.0,unknown,78.0
Student4835,58.0,84.0,52.0,64.7
Student4836,76.0,unknown,55.0,65.5
Student4837,75.0,97.0,94.0,88.7
Student4838,68.0,unknown,72.0,70.0
Student4839,77.0,60.0,56.0,64.3
Student4840,66.0,58.0,unknown,62.0
Student4841,92.0,63.0,50.0,68.3
Student4842,90.0,58.0,55.0,67.7
Student4843,91.0,88.0,73.0,84.0
Student4844,99.0,97.0,unknown,98.0
Student4845,unknown,52.0,94.0,73.0
Student4846,94.0,78.0,85.0,85.7
Student4847,89.0,68.0,73.0,76.7
Student4848,88.0,unknown,87.0,87.5
Student4849,98.0,81.0,94.0,91.0
Student4850,72.0,56.0,78.0,68.7
Student4851,96.0,77.0,86.0,86.3
Student4852,81.0,93.0,94.0,89.3
Student4853,96.0,67.0,81.0,81.3
Student4854,unknown,54.0,74.0,64.0
Student4855,95.0,72.0,59.0,75.3
Student4856,54.0,71.0,84.0,69.7
Student4857,92.0,75.0,74.0,80.3
Student4858,97.0,91.0,76.0,88.0
Student4859,83.0,61.0,94.0,79.3
Student4860,89.0,89.0,81.0,86.3
Student4861,60.0,68.0,61.0,63.0
Student4862,99.0,96.0,53.0,82.7
Student4863,52.0,50.0,91.0,64.3
Student4864,82.0,52.0,75.0,69.7
Student4865,60.0,76.0,52.0,62.7
Student4866,65.0,67.0,66.0,66.0
Student4867,67.0,99.0,58.0,74.7
Student4868,79.0,79.0,78.0,78.7
Student4869,97.0,51.0,50.0,66.0
Student4870,59.0,54.0,67.0,60.0
Student4871,67.0,78.0,90.0,78.3
Student4872,87.0,82.0,69.0,79.3
Student4873,68.0,91.0,90.0,83.0
Student4874,85.0,69.0,83.0,79.0
Student4875,62.0,79.0,77.0,72.7
Student4876,95.0,91.0,97.0,94.3
Student4877,52.0,54.0,84.0,63.3
Student4878,59.0,99.0,65.0,74.3
Student4879,87.0,70.0,70.0,75.7
Student4880,50.0,64.0,62.0,58.7
Student4881,76.0,69.0,84.0,76.3
Student4882,95.0,57.0,91.0,81.0
Student4883,57.0,98.0,81.0,78.7
Student4884,95.0,80.0,99.0,91.3
Student4885,91.0,61.0,87.0,79.7
Student4886,66.0,70.0,55.0,63.7
Student4887,58.0,79.0,99.0,78.7
Student4888,55.0,76.0,87.0,72.7
Student4889,92.0,93.0,87.0,90.7
Student4890,unknown,75.0,62.0,68.5
Student4891,88.0,82.0,95.0,88.3
Student4892,98.0,unknown,88.0,93.0
Student4893,unknown,75.0,62.0,68.5
Student4894,82.0,85.0,96.0,87.7
Student4895,86.0,89.0,61.0,78.7
Student4896,58.0,50.0,82.0,63.3
Student4897,67.0,64.0,77.0,69.3
Student4898,70.0,99.0,52.0,73.7
Student4899,51.0,50.0,67.0,56.0
Student4900,92.0,60.0,75.0,75.7
Student4901,87.0,51.0,89.0,75.7
Student4902,89.0,unknown,51.0,70.0
Student4903,85.0,80.0,unknown,82.5
Student4904,99.0,93.0,unknown,96.0
Student4905,92.0,65.0,77.0,78.0
Student4906,86.0,71.0,77.0,78.0
Student4907,64.0,unknown,74.0,69.0
Student4908,77.0,67.0,75.0,73.0
Student4909,67.0,96.0,94.0,85.7
Student4910,83.0,66.0,96.0,81.7
Student4911,71.0,79.0,51.0,67.0
Student4912,60.0,59.0,91.0,70.0
Student4913,62.0,84.0,83.0,76.3
Student4914,53.0,70.0,79.0,67.3
Student4915,71.0,65.0,unknown,68.0
Student4916,unknown,55.0,93.0,74.0
Student4917,92.0,52.0,86.0,76.7
Student4918,73.0,90.0,93.0,85.3
Student4919,53.0,92.0,72.0,72.3
Student4920,77.0,70.0,82.0,76.3
Student4921,unknown,62.0,51.0,56.5
Student4922,50.0,67.0,76.0,64.3
Student4923,52.0,73.0,97.0,74.0
Student4924,63.0,76.0,71.0,70.0
Student4925,87.0,53.0,83.0,74.3
Student4926,99.0,71.0,65.0,78.3
Student4927,50.0,73.0,69.0,64.0
Student4928,87.0,89.0,unknown,88.0
Student4929,87.0,94.0,65.0,82.0
Student4930,70.0,59.0,55.0,61.3
Student4931,97.0,51.0,94.0,80.7
Student4932,78.0,89.0,93.0,86.7
Student4933,54.0,55.0,72.0,60.3
Student4934,98.0,97.0,91.0,95.3
Student4935,59.0,unknown,86.0,72.5
Student4936,77.0,66.0,57.0,66.7
Student4937,70.0,87.0,55.0,70.7
Student4938,99.0,94.0,86.0,93.0
Student4939,56.0,unknown,71.0,63.5
Student4940,52.0,95.0,55.0,67.3
Student4941,94.0,79.0,81.0,84.7
Student4942,unknown,70.0,66.0,68.0
Student4943,69.0,59.0,87.0,71.7
Student4944,68.0,92.0,66.0,75.3
Student4945,84.0,62.0,unknown,73.0
Student4946,53.0,61.0,72.0,62.0
Student4947,54.0,58.0,98.0,70.0
Student4948,50.0,53.0,98.0,67.0
Student4949,53.0,88.0,62.0,67.7
Student4950,61.0,unknown,unknown,61.0
Student4951,76.0,83.0,71.0,76.7
Student4952,91.0,unknown,56.0,73.5
Student4953,unknown,90.0,71.0,80.5
Student4954,74.0,54.0,70.0,66.0
Student4955,70.0,64.0,55.0,63.0
Student4956,73.0,99.0,63.0,78.3
Student4957,unknown,53.0,65.0,59.0
Student4958,94.0,88.0,52.0,78.0
Student4959,95.0,57.0,58.0,70.0
Student4960,81.0,98.0,96.0,91.7
Student4961,81.0,94.0,70.0,81.7
Student4962,54.0,unknown,unknown,54.0
Student4963,85.0,77.0,79.0,80.3
Student4964,95.0,92.0,79.0,88.7
Student4965,91.0,76.0,91.0,86.0
Student4966,98.0,50.0,91.0,79.7
Student4967,91.0,83.0,81.0,85.0
Student4968,88.0,66.0,72.0,75.3
Student4969,65.0,86.0,52.0,67.7
Student4970,82.0,87.0,50.0,73.0
Student4971,98.0,75.0,52.0,75.0
Student4972,70.0,73.0,86.0,76.3
Student4973,58.0,88.0,56.0,67.3
Student4974,55.0,70.0,52.0,59.0
Student4975,94.0,79.0,85.0,86.0
Student4976,84.0,96.0,98.0,92.7
Student4977,88.0,97.0,52.0,79.0
Student4978,71.0,62.0,53.0,62.0
Student4979,unknown,86.0,80.0,83.0
Student4980,54.0,52.0,51.0,52.3
Student4981,91.0,81.0,63.0,78.3
Student4982,72.0,84.0,86.0,80.7
Student4983,unknown,68.0,80.0,74.0
Student4984,61.0,63.0,51.0,58.3
Student4985,72.0,97.0,80.0,83.0
Student4986,65.0,71.0,96.0,77.3
Student4987,52.0,66.0,92.0,70.0
Student4988,79.0,53.0,71.0,67.7
Student4989,71.0,94.0,59.0,74.7
Student4990,58.0,89.0,79.0,75.3
Student4991,78.0,68.0,82.0,76.0
Student4992,96.0,86.0,68.0,83.3
Student4993,86.0,51.0,95.0,77.3
Student4994,72.0,64.0,74.0,70.0
Student4995,62.0,51.0,95.0,69.3
Student4996,81.0,60.0,50.0,63.7
Student4997,95.0,94.0,81.0,90.0
Student4998,96.0,72.0,74.0,80.7
Student4999,97.0,59.0,90.0,82.0
Student5000,72.0,52.0,66.0,63.3
Student5001,unknown,54.0,63.0,58.5
Student5002,66.0,52.0,94.0,70.7
Student5003,89.0,87.0,62.0,79.3
Student5004,unknown,62.0,87.0,74.5
Student5005,51.0,91.0,88.0,76.7
Student5006,86.0,68.0,51.0,68.3
Student5007,55.0,89.0,81.0,75.0
Student5008,93.0,99.0,81.0,91.0
Student5009,67.0,84.0,89.0,80.0
Student5010,79.0,73.0,55.0,69.0
Student5011,71.0,73.0,74.0,72.7
Student5012,82.0,66.0,52.0,66.7
Student5013,79.0,89.0,67.0,78.3
Student5014,66.0,59.0,99.0,74.7
Student5015,92.0,51.0,87.0,76.7
Student5016,81.0,93.0,92.0,88.7
Student5017,91.0,72.0,52.0,71.7
Student5018,63.0,55.0,97.0,71.7
Student5019,59.0,51.0,54.0,54.7
Student5020,96.0,70.0,73.0,79.7
Student5021,85.0,84.0,83.0,84.0
Student5022,83.0,98.0,96.0,92.3
Student5023,58.0,78.0,97.0,77.7
Student5024,unknown,56.0,88.0,72.0
Student5025,77.0,78.0,97.0,84.0
Student5026,60.0,86.0,73.0,73.0
Student5027,63.0,72.0,unknown,67.5
Student5028,88.0,82.0,77.0,82.3
Student5029,96.0,57.0,97.0,83.3
Student5030,68.0,61.0,98.0,75.7
Student5031,64.0,95.0,83.0,80.7
Student5032,77.0,97.0,65.0,79.7
Student5033,73.0,59.0,85.0,72.3
Student5034,57.0,64.0,56.0,59.0
Student5035,92.0,73.0,67.0,77.3
Student5036,58.0,75.0,55.0,62.7
Student5037,96.0,96.0,99.0,97.0
Student5038,82.0,91.0,77.0,83.3
Student5039,82.0,88.0,88.0,86.0
Student5040,unknown,52.0,83.0,67.5
Student5041,52.0,51.0,90.0,64.3
Student5042,59.0,55.0,78.0,64.0
Student5043,89.0,70.0,53.0,70.7
Student5044,96.0,58.0,63.0,72.3
Student5045,91.0,59.0,54.0,68.0
Student5046,50.0,85.0,74.0,69.7
Student5047,78.0,52.0,88.0,72.7
Student5048,99.0,90.0,57.0,82.0
Student5049,83.0,73.0,64.0,73.3
Student5050,62.0,71.0,unknown,66.5
Student5051,unknown,98.0,60.0,79.0
Student5052,83.0,63.0,69.0,71.7
Student5053,78.0,91.0,85.0,84.7
Student5054,97.0,unknown,67.0,82.0
Student5055,96.0,93.0,63.0,84.0
Student5056,62.0,76.0,87.0,75.0
Student5057,97.0,82.0,74.0,84.3
Student5058,98.0,71.0,65.0,78.0
Student5059,78.0,78.0,67.0,74.3
Student5060,88.0,68.0,50.0,68.7
Student5061,73.0,68.0,89.0,76.7
Student5062,75.0,55.0,50.0,60.0
Student5063,66.0,unknown,50.0,58.0
Student5064,56.0,68.0,70.0,64.7
Student5065,62.0,62.0,74.0,66.0
Student5066,54.0,75.0,76.0,68.3
Student5067,75.0,71.0,59.0,68.3
Student5068,unknown,70.0,unknown,70.0
Student5069,52.0,85.0,61.0,66.0
Student5070,56.0,51.0,77.0,61.3
Student5071,98.0,unknown,98.0,98.0
Student5072,88.0,93.0,81.0,87.3
Student5073,50.0,79.0,82.0,70.3
Student5074,98.0,76.0,57.0,77.0
Student5075,66.0,56.0,91.0,71.0
Student5076,92.0,69.0,75.0,78.7
Student5077,74.0,99.0,91.0,88.0
Student5078,52.0,80.0,99.0,77.0
Student5079,64.0,72.0,90.0,75.3
Student5080,78.0,62.0,51.0,63.7
Student5081,92.0,unknown,84.0,88.0
Student5082,81.0,53.0,83.0,72.3
Student5083,75.0,unknown,55.0,65.0
Student5084,65.0,69.0,80.0,71.3
Student5085,74.0,62.0,72.0,69.3
Student5086,unknown,52.0,61.0,56.5
Student5087,58.0,75.0,77.0,70.0
Student5088,50.0,75.0,64.0,63.0
Student5089,78.0,67.0,68.0,71.0
Student5090,71.0,81.0,61.0,71.0
Student5091,65.0,63.0,99.0,75.7
Student5092,90.0,96.0,97.0,94.3
Student5093,93.0,52.0,51.0,65.3
Student5094,90.0,50.0,60.0,66.7
Student5095,56.0,75.0,93.0,74.7
Student5096,63.0,73.0,unknown,68.0
Student5097,unknown,98.0,87.0,92.5
Student5098,68.0,84.0,74.0,75.3
Student5099,68.0,63.0,92.0,74.3
Student5100,51.0,52.0,70.0,57.7
Student5101,90.0,62.0,91.0,81.0
Student5102,94.0,96.0,85.0,91.7
Student5103,64.0,99.0,58.0,73.7
Student5104,52.0,63.0,61.0,58.7
Student5105,60.0,70.0,59.0,63.0
Student5106,95.0,unknown,95.0,95.0
Student5107,79.0,52.0,54.0,61.7
Student5108,unknown,89.0,82.0,85.5
Student5109,67.0,53.0,54.0,58.0
Student5110,97.0,85.0,65.0,82.3
Student5111,51.0,92.0,86.0,76.3
Student5112,unknown,50.0,86.0,68.0
Student5113,57.0,89.0,78.0,74.7
Student5114,71.0,96.0,67.0,78.0
Student5115,55.0,82.0,78.0,71.7
Student5116,61.0,56.0,55.0,57.3
Student5117,96.0,60.0,67.0,74.3
Student5118,89.0,76.0,81.0,82.0
Student5119,85.0,63.0,91.0,79.7
Student5120,64.0,71.0,96.0,77.0
Student5121,77.0,65.0,80.0,74.0
Student5122,98.0,95.0,unknown,96.5
Student5123,94.0,61.0,75.0,76.7
Student5124,67.0,98.0,unknown,82.5
Student5125,51.0,95.0,76.0,74.0
Student5126,62.0,59.0,68.0,63.0
Student5127,94.0,73.0,unknown,83.5
Student5128,64.0,95.0,76.0,78.3
Student5129,69.0,67.0,69.0,68.3
Student5130,78.0,71.0,52.0,67.0
Student5131,91.0,58.0,65.0,71.3
Student5132,78.0,66.0,88.0,77.3
Student5133,52.0,87.0,93.0,77.3
Student5134,68.0,89.0,78.0,78.3
Student5135,52.0,62.0,64.0,59.3
Student5136,63.0,99.0,79.0,80.3
Student5137,89.0,86.0,89.0,88.0
Student5138,53.0,55.0,98.0,68.7
Student5139,unknown,70.0,50.0,60.0
Student5140,unknown,85.0,unknown,85.0
Student5141,92.0,56.0,79.0,75.7
Student5142,81.0,85.0,89.0,85.0
Student5143,76.0,74.0,95.0,81.7
Student5144,unknown,60.0,81.0,70.5
Student5145,92.0,93.0,59.0,81.3
Student5146,51.0,63.0,76.0,63.3
Student5147,98.0,94.0,57.0,83.0
Student5148,unknown,78.0,85.0,81.5
Student5149,77.0,59.0,91.0,75.7
Student5150,80.0,99.0,84.0,87.7
Student5151,83.0,97.0,unknown,90.0
Student5152,64.0,54.0,97.0,71.7
Student5153,97.0,57.0,unknown,77.0
Student5154,74.0,95.0,74.0,81.0
Student5155,85.0,54.0,69.0,69.3
Student5156,unknown,73.0,94.0,83.5
Student5157,58.0,89.0,66.0,71.0
Student5158,86.0,75.0,72.0,77.7
Student5159,97.0,55.0,74.0,75.3
Student5160,94.0,65.0,97.0,85.3
Student5161,88.0,85.0,98.0,90.3
Student5162,81.0,61.0,80.0,74.0
Student5163,66.0,60.0,55.0,60.3
Student5164,84.0,52.0,84.0,73.3
Student5165,86.0,93.0,53.0,77.3
Student5166,68.0,86.0,89.0,81.0
Student5167,93.0,55.0,69.0,72.3
Student5168,78.0,68.0,90.0,78.7
Student5169,unknown,67.0,50.0,58.5
Student5170,77.0,65.0,94.0,78.7
Student5171,58.0,72.0,75.0,68.3
Student5172,77.0,92.0,83.0,84.0
Student5173,55.0,86.0,59.0,66.7
Student5174,78.0,58.0,72.0,69.3
Student5175,66.0,52.0,98.0,72.0
Student5176,65.0,57.0,73.0,65.0
Student5177,72.0,87.0,62.0,73.7
Student5178,80.0,53.0,78.0,70.3
Student5179,52.0,61.0,95.0,69.3
Student5180,70.0,unknown,76.0,73.0
Student5181,unknown,80.0,80.0,80.0
Student5182,85.0,74.0,92.0,83.7
Student5183,91.0,65.0,59.0,71.7
Student5184,86.0,91.0,80.0,85.7
Student5185,71.0,63.0,88.0,74.0
Student5186,91.0,62.0,59.0,70.7
Student5187,61.0,90.0,73.0,74.7
Student5188,91.0,56.0,82.0,76.3
Student5189,62.0,unknown,63.0,62.5
Student5190,60.0,86.0,84.0,76.7
Student5191,65.0,99.0,94.0,86.0
Student5192,57.0,53.0,83.0,64.3
Student5193,89.0,51.0,66.0,68.7
Student5194,89.0,84.0,70.0,81.0
Student5195,94.0,93.0,81.0,89.3
Student5196,51.0,52.0,52.0,51.7
Student5197,79.0,53.0,64.0,65.3
Student5198,79.0,87.0,57.0,74.3
Student5199,61.0,61.0,81.0,67.7
Student5200,59.0,68.0,87.0,71.3
Student5201,93.0,59.0,75.0,75.7
Student5202,60.0,50.0,79.0,63.0
Student5203,64.0,66.0,58.0,62.7
Student5204,65.0,65.0,81.0,70.3
Student5205,66.0,58.0,60.0,61.3
Student5206,75.0,58.0,71.0,68.0
Student5207,51.0,58.0,83.0,64.0
Student5208,99.0,61.0,90.0,83.3
Student5209,61.0,90.0,67.0,72.7
Student5210,75.0,64.0,68.0,69.0
Student5211,72.0,51.0,67.0,63.3
Student5212,67.0,60.0,86.0,71.0
Student5213,81.0,60.0,67.0,69.3
Student5214,98.0,unknown,61.0,79.5
Student5215,87.0,81.0,53.0,73.7
Student5216,96.0,55.0,96.0,82.3
Student5217,52.0,69.0,92.0,71.0
Student5218,87.0,88.0,76.0,83.7
Student5219,52.0,84.0,unknown,68.0
Student5220,79.0,57.0,55.0,63.7
Student5221,50.0,99.0,62.0,70.3
Student5222,79.0,unknown,72.0,75.5
Student5223,94.0,92.0,unknown,93.0
Student5224,81.0,83.0,74.0,79.3
Student5225,77.0,68.0,95.0,80.0
Student5226,70.0,56.0,53.0,59.7
Student5227,95.0,80.0,81.0,85.3
Student5228,62.0,67.0,93.0,74.0
Student5229,76.0,89.0,64.0,76.3
Student5230,85.0,63.0,75.0,74.3
Student5231,56.0,88.0,91.0,78.3
Student5232,71.0,85.0,unknown,78.0
Student5233,59.0,66.0,58.0,61.0
Student5234,88.0,86.0,60.0,78.0
Student5235,64.0,93.0,51.0,69.3
Student5236,64.0,58.0,94.0,72.0
Student5237,53.0,69.0,unknown,61.0
Student5238,81.0,94.0,75.0,83.3
Student5239,unknown,77.0,57.0,67.0
Student5240,55.0,99.0,70.0,74.7
Student5241,73.0,69.0,70.0,70.7
Student5242,69.0,90.0,57.0,72.0
Student5243,86.0,85.0,50.0,73.7
Student5244,69.0,76.0,87.0,77.3
Student5245,61.0,57.0,62.0,60.0
Student5246,82.0,81.0,58.0,73.7
Student5247,77.0,50.0,77.0,68.0
Student5248,57.0,66.0,55.0,59.3
Student5249,50.0,58.0,96.0,68.0
Student5250,86.0,69.0,72.0,75.7
Student5251,71.0,94.0,97.0,87.3
Student5252,55.0,81.0,85.0,73.7
Student5253,70.0,51.0,66.0,62.3
Student5254,81.0,81.0,unknown,81.0
Student5255,84.0,94.0,61.0,79.7
Student5256,64.0,58.0,71.0,64.3
Student5257,54.0,79.0,61.0,64.7
Student5258,95.0,69.0,55.0,73.0
Student5259,99.0,87.0,93.0,93.0
Student5260,97.0,50.0,58.0,68.3
Student5261,55.0,unknown,86.0,70.5
Student5262,74.0,84.0,52.0,70.0
Student5263,95.0,85.0,unknown,90.0
Student5264,89.0,50.0,57.0,65.3
Student5265,78.0,63.0,59.0,66.7
Student5266,56.0,58.0,96.0,70.0
Student5267,89.0,79.0,90.0,86.0
Student5268,62.0,73.0,91.0,75.3
Student5269,87.0,53.0,92.0,77.3
Student5270,67.0,99.0,unknown,83.0
Student5271,51.0,63.0,63.0,59.0
Student5272,57.0,74.0,86.0,72.3
Student5273,60.0,53.0,76.0,63.0
Student5274,82.0,74.0,90.0,82.0
Student5275,87.0,59.0,81.0,75.7
Student5276,97.0,84.0,53.0,78.0
Student5277,76.0,56.0,51.0,61.0
Student5278,69.0,91.0,82.0,80.7
Student5279,61.0,62.0,70.0,64.3
Student5280,unknown,53.0,50.0,51.5
Student5281,unknown,99.0,93.0,96.0
Student5282,76.0,92.0,60.0,76.0
Student5283,81.0,85.0,50.0,72.0
Student5284,59.0,63.0,95.0,72.3
Student5285,52.0,67.0,60.0,59.7
Student5286,94.0,57.0,56.0,69.0
Student5287,76.0,81.0,unknown,78.5
Student5288,84.0,76.0,64.0,74.7
Student5289,80.0,91.0,57.0,76.0
Student5290,64.0,86.0,96.0,82.0
Student5291,65.0,72.0,75.0,70.7
Student5292,62.0,56.0,89.0,69.0
Student5293,98.0,61.0,91.0,83.3
Student5294,84.0,74.0,84.0,80.7
Student5295,60.0,52.0,95.0,69.0
Student5296,70.0,unknown,90.0,80.0
Student5297,60.0,53.0,90.0,67.7
Student5298,79.0,91.0,70.0,80.0
Student5299,97.0,85.0,87.0,89.7
Student5300,84.0,64.0,57.0,68.3
Student5301,71.0,81.0,92.0,81.3
Student5302,87.0,78.0,unknown,82.5
Student5303,80.0,59.0,57.0,65.3
Student5304,63.0,70.0,93.0,75.3
Student5305,73.0,unknown,59.0,66.0
Student5306,99.0,96.0,72.0,89.0
Student5307,98.0,68.0,53.0,73.0
Student5308,81.0,78.0,97.0,85.3
Student5309,85.0,67.0,87.0,79.7
Student5310,81.0,93.0,79.0,84.3
Student5311,unknown,65.0,90.0,77.5
Student5312,92.0,50.0,72.0,71.3
Student5313,84.0,97.0,54.0,78.3
Student5314,unknown,51.0,70.0,60.5
Student5315,65.0,unknown,55.0,60.0
Student5316,54.0,88.0,98.0,80.0
Student5317,70.0,77.0,66.0,71.0
Student5318,59.0,50.0,74.0,61.0
Student5319,68.0,54.0,73.0,65.0
Student5320,74.0,91.0,71.0,78.7
Student5321,53.0,71.0,62.0,62.0
Student5322,78.0,85.0,66.0,76.3
Student5323,68.0,95.0,63.0,75.3
Student5324,92.0,62.0,83.0,79.0
Student5325,51.0,50.0,75.0,58.7
Student5326,unknown,65.0,unknown,65.0
Student5327,92.0,90.0,75.0,85.7
Student5328,74.0,unknown,52.0,63.0
Student5329,69.0,81.0,51.0,67.0
Student5330,97.0,65.0,77.0,79.7
Student5331,68.0,64.0,51.0,61.0
Student5332,72.0,95.0,71.0,79.3
Student5333,73.0,91.0,56.0,73.3
Student5334,60.0,61.0,53.0,58.0
Student5335,95.0,50.0,98.0,81.0
Student5336,83.0,66.0,87.0,78.7
Student5337,77.0,90.0,88.0,85.0
Student5338,54.0,99.0,69.0,74.0
Student5339,54.0,77.0,55.0,62.0
Student5340,70.0,56.0,58.0,61.3
Student5341,61.0,58.0,80.0,66.3
Student5342,99.0,71.0,75.0,81.7
Student5343,53.0,75.0,85.0,71.0
Student5344,98.0,61.0,75.0,78.0
Student5345,91.0,56.0,77.0,74.7
Student5346,69.0,95.0,54.0,72.7
Student5347,87.0,96.0,59.0,80.7
Student5348,74.0,64.0,unknown,69.0
Student5349,63.0,87.0,64.0,71.3
Student5350,60.0,70.0,82.0,70.7
Student5351,81.0,63.0,54.0,66.0
Student5352,60.0,51.0,86.0,65.7
Student5353,67.0,57.0,89.0,71.0
Student5354,76.0,94.0,71.0,80.3
Student5355,67.0,55.0,71.0,64.3
Student5356,unknown,86.0,71.0,78.5
Student5357,60.0,86.0,64.0,70.0
Student5358,70.0,82.0,66.0,72.7
Student5359,93.0,90.0,94.0,92.3
Student5360,54.0,55.0,77.0,62.0
Student5361,72.0,75.0,71.0,72.7
Student5362,90.0,88.0,70.0,82.7
Student5363,74.0,90.0,91.0,85.0
Student5364,90.0,86.0,66.0,80.7
Student5365,59.0,63.0,54.0,58.7
Student5366,71.0,86.0,67.0,74.7
Student5367,68.0,57.0,66.0,63.7
Student5368,50.0,88.0,53.0,63.7
Student5369,56.0,62.0,56.0,58.0
Student5370,53.0,62.0,74.0,63.0
Student5371,50.0,89.0,86.0,75.0
Student5372,64.0,92.0,89.0,81.7
Student5373,89.0,77.0,unknown,83.0
Student5374,61.0,67.0,unknown,64.0
Student5375,71.0,68.0,58.0,65.7
Student5376,71.0,87.0,unknown,79.0
Student5377,99.0,81.0,58.0,79.3
Student5378,96.0,71.0,72.0,79.7
Student5379,unknown,51.0,80.0,65.5
Student5380,78.0,62.0,81.0,73.7
Student5381,95.0,72.0,80.0,82.3
Student5382,63.0,unknown,66.0,64.5
Student5383,99.0,77.0,97.0,91.0
Student5384,69.0,unknown,88.0,78.5
Student5385,99.0,82.0,71.0,84.0
Student5386,97.0,73.0,84.0,84.7
Student5387,82.0,51.0,79.0,70.7
Student5388,92.0,79.0,89.0,86.7
Student5389,64.0,66.0,86.0,72.0
Student5390,61.0,89.0,75.0,75.0
Student5391,89.0,83.0,55.0,75.7
Student5392,69.0,87.0,83.0,79.7
Student5393,79.0,71.0,81.0,77.0
Student5394,87.0,54.0,74.0,71.7
Student5395,52.0,97.0,62.0,70.3
Student5396,77.0,89.0,87.0,84.3
Student5397,75.0,65.0,87.0,75.7
Student5398,79.0,62.0,51.0,64.0
Student5399,62.0,75.0,54.0,63.7
Student5400,62.0,80.0,60.0,67.3
Student5401,51.0,88.0,unknown,69.5
Student5402,86.0,unknown,73.0,79.5
Student5403,98.0,72.0,63.0,77.7
Student5404,87.0,unknown,94.0,90.5
Student5405,51.0,61.0,unknown,56.0
Student5406,85.0,63.0,89.0,79.0
Student5407,75.0,67.0,96.0,79.3
Student5408,60.0,76.0,93.0,76.3
Student5409,57.0,77.0,84.0,72.7
Student5410,unknown,67.0,70.0,68.5
Student5411,89.0,65.0,54.0,69.3
Student5412,92.0,65.0,unknown,78.5
Student5413,71.0,62.0,51.0,61.3
